"Localidade";"Ano";"Frota de Veículos - Total (número)";"População - Projeção  - Masculina - Total -UFRN (habitantes)";"Frota de Veículos - Automóvel (número)";"População - Projeção  - Feminina - Total - UFRN (habitantes)";"Frota de Veículos - Motocicleta (número)";"Frota de Veículos - Ônibus (número)"
"Ceres";"2020";"20.637";"10317";"8.364";"10986";"5.842";"57"
"Ceres";"2021";"21.018";"10290";"8.408";"10980";"5.885";"64"
"Ceres";"2022";"21.580";"10257";"8.506";"10969";"6.018";"71"
"Ceres";"2023";"22.351";"10219";"8.703";"10953";"6.179";"74"
"Ceres";"2024";"23.098";"10176";"8.893";"10933";"6.338";"76"
"Cezarina";"2014";"3.509";"4105";"1.579";"3939";"832";"23"
"Cezarina";"2015";" 3.866 ";"4144";" 1.743 ";"3995";" 925 ";" 22 "
"Cezarina";"2016";" 4.044 ";"4181";" 1.842 ";"4039";" 946 ";" 23 "
"Cezarina";"2017";" 4.190 ";"4215";" 1.926 ";"4083";" 976 ";" 24 "
"Cezarina";"2018";"4.312";"4248";"1.987";"4129";"989";"26"
"Cezarina";"2019";"4.472";"4279";"2.058";"4176";"1.010";"32"
"Cezarina";"2020";"4.677";"4307";"2.139";"4222";"1.032";"34"
"Cezarina";"2021";"4.899";"4333";"2.215";"4257";"1.056";"36"
"Cezarina";"2022";"5.117";"4357";"2.308";"4291";"1.076";"39"
"Cezarina";"2023";"5.333";"4378";"2.406";"4326";"1.112";"43"
"Cezarina";"2024";"5.606";"4397";"2.490";"4361";"1.149";"52"
"Chapadão do Céu";"2014";"4.825";"4657";"1.663";"4225";"760";"29"
"Chapadão do Céu";"2015";" 5.331 ";"4918";" 1.913 ";"4460";" 804 ";" 30 "
"Chapadão do Céu";"2016";" 5.880 ";"5186";" 2.128 ";"4699";" 841 ";" 32 "
"Chapadão do Céu";"2017";" 6.309 ";"5464";" 2.302 ";"4946";" 899 ";" 31 "
"Chapadão do Céu";"2018";"6.553";"5756";"2.400";"5206";"910";"32"
"Chapadão do Céu";"2019";"7.002";"6057";"2.587";"5475";"936";"33"
"Chapadão do Céu";"2020";"7.501";"6370";"2.765";"5755";"963";"36"
"Chapadão do Céu";"2021";"7.982";"6688";"2.936";"6042";"994";"38"
"Chapadão do Céu";"2022";"8.432";"7017";"3.056";"6339";"1.039";"47"
"Chapadão do Céu";"2023";"9.123";"7357";"3.238";"6646";"1.120";"49"
"Chapadão do Céu";"2024";"9.760";"7706";"3.416";"6963";"1.204";"69"
"Cidade Ocidental";"2014";"9.210";"31374";"5.164";"32618";"1.999";"77"
"Cidade Ocidental";"2015";" 10.078 ";"32261";" 5.623 ";"33565";" 2.180 ";" 88 "
"Cidade Ocidental";"2016";" 10.533 ";"33147";" 5.817 ";"34508";" 2.293 ";" 99 "
"Cidade Ocidental";"2017";" 11.011 ";"34027";" 6.056 ";"35447";" 2.371 ";" 113 "
"Cidade Ocidental";"2018";"11.524";"34920";"6.280";"36403";"2.486";"116"
"Cidade Ocidental";"2019";"11.848";"35808";"6.349";"37356";"2.613";"130"
"Cidade Ocidental";"2020";"12.466";"36689";"6.570";"38307";"2.780";"144"
"Cidade Ocidental";"2021";"13.128";"37586";"6.865";"39266";"2.953";"156"
"Cidade Ocidental";"2022";"13.541";"38473";"6.944";"40220";"3.114";"164"
"Cidade Ocidental";"2023";"14.141";"39351";"7.145";"41167";"3.370";"181"
"Cidade Ocidental";"2024";"15.289";"40217";"7.590";"42106";"3.658";"208"
"Cocalzinho de Goiás";"2014";"3.873";"9638";"1.924";"9116";"792";"23"
"Cocalzinho de Goiás";"2015";" 4.477 ";"9770";" 2.232 ";"9244";" 880 ";" 34 "
"Cocalzinho de Goiás";"2016";" 4.879 ";"9887";" 2.435 ";"9364";" 928 ";" 34 "
"Cocalzinho de Goiás";"2017";" 5.163 ";"9999";" 2.577 ";"9478";" 951 ";" 36 "
"Cocalzinho de Goiás";"2018";"5.381";"10113";"2.708";"9592";"955";"37"
"Cocalzinho de Goiás";"2019";"5.583";"10223";"2.825";"9703";"970";"39"
"Cocalzinho de Goiás";"2020";"5.873";"10330";"2.988";"9809";"996";"38"
"Cocalzinho de Goiás";"2021";"6.112";"10427";"3.087";"9909";"1.023";"41"
"Cocalzinho de Goiás";"2022";"6.209";"10520";"3.113";"10005";"1.042";"45"
"Cocalzinho de Goiás";"2023";"6.418";"10608";"3.195";"10096";"1.065";"49"
"Cocalzinho de Goiás";"2024";"6.717";"10693";"3.321";"10181";"1.100";"51"
"Colinas do Sul";"2014";"555";"1830";"235";"1702";"139";"2"
"Colinas do Sul";"2015";" 647 ";"1820";" 280 ";"1703";" 155 ";" 1 "
"Colinas do Sul";"2016";" 702 ";"1807";" 309 ";"1696";" 167 ";" 1 "
"Colinas do Sul";"2017";" 748 ";"1794";" 336 ";"1690";" 174 ";" 1 "
"Colinas do Sul";"2018";"795";"1781";"368";"1685";"176";"1"
"Colinas do Sul";"2019";"831";"1769";"380";"1681";"195";"2"
"Colinas do Sul";"2020";"908";"1756";"429";"1677";"204";"2"
"Colinas do Sul";"2021";"949";"1740";"452";"1668";"210";"2"
"Colinas do Sul";"2022";"990";"1724";"461";"1659";"219";"2"
"Colinas do Sul";"2023";"1.004";"1708";"465";"1651";"222";"2"
"Colinas do Sul";"2024";"1.029";"1692";"459";"1643";"227";"3"
"Córrego do Ouro";"2014";"908";"1302";"380";"1270";"323";"3"
"Córrego do Ouro";"2015";" 1.000 ";"1292";" 418 ";"1263";" 351 ";" 3 "
"Córrego do Ouro";"2016";" 1.061 ";"1272";" 445 ";"1248";" 370 ";" 3 "
"Córrego do Ouro";"2017";" 1.118 ";"1254";" 485 ";"1234";" 374 ";" 3 "
"Córrego do Ouro";"2018";"1.161";"1237";"505";"1221";"379";"2"
"Córrego do Ouro";"2019";"1.205";"1221";"521";"1210";"377";"3"
"Córrego do Ouro";"2020";"1.248";"1207";"546";"1199";"377";"4"
"Córrego do Ouro";"2021";"1.304";"1186";"563";"1184";"386";"4"
"Córrego do Ouro";"2022";"1.363";"1166";"572";"1169";"403";"3"
"Córrego do Ouro";"2023";"1.406";"1147";"577";"1154";"418";"3"
"Córrego do Ouro";"2024";"1.421";"1130";"587";"1141";"423";"3"
"Corumbá de Goiás";"2014";"3.192";"5598";"1.540";"5111";"864";"29"
"Corumbá de Goiás";"2015";" 3.438 ";"5617";" 1.642 ";"5131";" 929 ";" 31 "
"Corumbá de Goiás";"2016";" 3.759 ";"5629";" 1.792 ";"5142";" 993 ";" 32 "
"Corumbá de Goiás";"2017";" 3.993 ";"5638";" 1.894 ";"5151";" 1.038 ";" 36 "
"Corumbá de Goiás";"2018";"4.149";"5646";"1.983";"5160";"1.067";"36"
"Corumbá de Goiás";"2019";"4.270";"5652";"2.057";"5167";"1.057";"38"
"Corumbá de Goiás";"2020";"4.455";"5655";"2.126";"5173";"1.106";"39"
"Corumbá de Goiás";"2021";"4.738";"5654";"2.225";"5172";"1.149";"39"
"Corumbá de Goiás";"2022";"4.975";"5650";"2.321";"5170";"1.216";"42"
"Corumbá de Goiás";"2023";"5.156";"5643";"2.390";"5166";"1.267";"40"
"Corumbá de Goiás";"2024";"5.407";"5634";"2.449";"5160";"1.362";"40"
"Corumbaíba";"2014";"3.760";"4628";"1.688";"4222";"871";"10"
"Corumbaíba";"2015";" 3.982 ";"4697";" 1.787 ";"4287";" 905 ";" 10 "
"Corumbaíba";"2016";" 4.121 ";"4759";" 1.847 ";"4348";" 939 ";" 10 "
"Corumbaíba";"2017";" 4.285 ";"4820";" 1.916 ";"4408";" 966 ";" 10 "
"Corumbaíba";"2018";"4.435";"4881";"1.996";"4469";"1.001";"9"
"Corumbaíba";"2019";"4.648";"4941";"2.064";"4527";"1.041";"11"
"Corumbaíba";"2020";"4.824";"4999";"2.118";"4584";"1.064";"10"
"Corumbaíba";"2021";"5.039";"5052";"2.181";"4638";"1.096";"12"
"Corumbaíba";"2022";"5.204";"5104";"2.235";"4690";"1.113";"11"
"Corumbaíba";"2023";"5.452";"5154";"2.324";"4740";"1.170";"10"
"Corumbaíba";"2024";"5.635";"5202";"2.373";"4789";"1.215";"11"
"Cristalina";"2014";"25.712";"27246";"12.601";"25727";"3.535";"433"
"Cristalina";"2015";" 26.846 ";"27973";" 13.136 ";"26433";" 3.767 ";" 432 "
"Cristalina";"2016";" 28.488 ";"28711";" 13.842 ";"27150";" 3.903 ";" 497 "
"Cristalina";"2017";" 29.572 ";"29443";" 14.345 ";"27864";" 4.033 ";" 527 "
"Cristalina";"2018";"30.242";"30186";"14.643";"28588";"4.120";"534"
"Cristalina";"2019";"31.132";"30924";"15.009";"29309";"4.265";"537"
"Cristalina";"2020";"32.401";"31655";"15.588";"30026";"4.368";"562"
"Cristalina";"2021";"33.933";"32404";"16.279";"30759";"4.474";"574"
"Cristalina";"2022";"35.531";"33146";"16.829";"31488";"4.657";"585"
"Cristalina";"2023";"36.773";"33880";"17.214";"32210";"4.942";"589"
"Cristalina";"2024";"37.954";"34603";"17.653";"32923";"5.221";"617"
"Cristianópolis";"2014";"1.499";"1522";"712";"1451";"357";"4"
"Cristianópolis";"2015";" 1.666 ";"1522";" 820 ";"1455";" 391 ";" 4 "
"Cristianópolis";"2016";" 1.774 ";"1516";" 862 ";"1451";" 415 ";" 4 "
"Cristianópolis";"2017";" 1.838 ";"1511";" 889 ";"1449";" 420 ";" 4 "
"Cristianópolis";"2018";"1.884";"1506";"922";"1447";"421";"4"
"Cristianópolis";"2019";"1.936";"1501";"946";"1447";"431";"4"
"Cristianópolis";"2020";"2.049";"1497";"993";"1447";"447";"4"
"Cristianópolis";"2021";"2.150";"1488";"1.031";"1441";"469";"4"
"Cristianópolis";"2022";"2.276";"1479";"1.072";"1435";"474";"6"
"Cristianópolis";"2023";"2.391";"1470";"1.104";"1430";"490";"7"
"Cristianópolis";"2024";"2.429";"1462";"1.122";"1425";"488";"7"
"Crixás";"2014";"6.845";"8512";"2.804";"7796";"1.984";"21"
"Crixás";"2015";" 7.425 ";"8536";" 3.108 ";"7833";" 2.083 ";" 23 "
"Crixás";"2016";" 7.786 ";"8548";" 3.273 ";"7861";" 2.168 ";" 22 "
"Crixás";"2017";" 8.129 ";"8556";" 3.447 ";"7885";" 2.229 ";" 23 "
"Crixás";"2018";"8.549";"8562";"3.658";"7908";"2.277";"23"
"Crixás";"2019";"8.827";"8564";"3.765";"7927";"2.330";"25"
"Crixás";"2020";"9.244";"8561";"3.944";"7943";"2.401";"28"
"Crixás";"2021";"9.706";"8552";"4.093";"7950";"2.492";"31"
"Crixás";"2022";"10.130";"8538";"4.248";"7954";"2.560";"30"
"Crixás";"2023";"10.527";"8520";"4.346";"7954";"2.654";"29"
"Crixás";"2024";"11.030";"8498";"4.487";"7950";"2.780";"27"
"Cromínia";"2014";"1.640";"1775";"741";"1785";"486";"3"
"Cromínia";"2015";" 1.813 ";"1767";" 816 ";"1783";" 516 ";" 4 "
"Cromínia";"2016";" 1.916 ";"1750";" 865 ";"1779";" 524 ";" 4 "
"Cromínia";"2017";" 1.994 ";"1735";" 898 ";"1774";" 533 ";" 4 "
"Cromínia";"2018";"2.078";"1721";"943";"1768";"549";"4"
"Cromínia";"2019";"2.152";"1708";"981";"1762";"538";"5"
"Cromínia";"2020";"2.233";"1696";"1.015";"1756";"550";"6"
"Cromínia";"2021";"2.333";"1677";"1.061";"1747";"558";"7"
"Cromínia";"2022";"2.460";"1658";"1.104";"1738";"579";"7"
"Cromínia";"2023";"2.562";"1641";"1.122";"1729";"588";"7"
"Cromínia";"2024";"2.619";"1624";"1.162";"1718";"596";"7"
"Cumari";"2014";"1.332";"1516";"660";"1453";"371";"1"
"Cumari";"2015";" 1.406 ";"1512";" 695 ";"1451";" 385 ";" 2 "
"Cumari";"2016";" 1.458 ";"1502";" 712 ";"1441";" 401 ";" 4 "
"Cumari";"2017";" 1.512 ";"1493";" 759 ";"1432";" 401 ";" 4 "
"Cumari";"2018";"1.533";"1484";"776";"1425";"403";"4"
"Cumari";"2019";"1.595";"1475";"813";"1418";"419";"5"
"Cumari";"2020";"1.662";"1467";"851";"1412";"433";"5"
"Cumari";"2021";"1.695";"1455";"864";"1400";"431";"5"
"Cumari";"2022";"1.770";"1443";"890";"1389";"432";"5"
"Cumari";"2023";"1.804";"1430";"896";"1378";"445";"5"
"Cumari";"2024";"1.851";"1418";"895";"1368";"457";"5"
"Damianópolis";"2014";"650";"1728";"286";"1602";"196";"11"
"Damianópolis";"2015";" 753 ";"1730";" 329 ";"1608";" 221 ";" 17 "
"Damianópolis";"2016";" 836 ";"1721";" 382 ";"1600";" 235 ";" 17 "
"Damianópolis";"2017";" 922 ";"1713";" 429 ";"1594";" 256 ";" 17 "
"Damianópolis";"2018";"991";"1706";"454";"1591";"272";"17"
"Damianópolis";"2019";"1.052";"1700";"480";"1590";"286";"16"
"Damianópolis";"2020";"1.112";"1695";"517";"1591";"291";"15"
"Damianópolis";"2021";"1.183";"1683";"563";"1580";"306";"15"
"Damianópolis";"2022";"1.223";"1671";"586";"1571";"317";"15"
"Damianópolis";"2023";"1.299";"1660";"608";"1563";"342";"16"
"Damianópolis";"2024";"1.427";"1649";"653";"1558";"365";"16"
"Damolândia";"2014";"1.363";"1412";"559";"1422";"398";"6"
"Damolândia";"2015";" 1.453 ";"1414";" 592 ";"1433";" 420 ";" 6 "
"Damolândia";"2016";" 1.518 ";"1412";" 630 ";"1438";" 423 ";" 7 "
"Damolândia";"2017";" 1.611 ";"1409";" 691 ";"1443";" 431 ";" 7 "
"Damolândia";"2018";"1.673";"1407";"713";"1450";"437";"9"
"Damolândia";"2019";"1.698";"1405";"721";"1456";"437";"9"
"Damolândia";"2020";"1.786";"1403";"754";"1463";"452";"9"
"Damolândia";"2021";"1.871";"1397";"800";"1465";"460";"9"
"Damolândia";"2022";"1.939";"1392";"817";"1467";"482";"10"
"Damolândia";"2023";"2.016";"1386";"832";"1469";"504";"9"
"Damolândia";"2024";"2.099";"1380";"853";"1472";"526";"10"
"Davinópolis";"2014";"783";"1091";"399";"990";"170";"4"
"Davinópolis";"2015";" 826 ";"1090";" 417 ";"994";" 183 ";" 4 "
"Davinópolis";"2016";" 848 ";"1084";" 426 ";"989";" 179 ";" 4 "
"Davinópolis";"2017";" 879 ";"1078";" 450 ";"986";" 178 ";" 4 "
"Davinópolis";"2018";"891";"1072";"447";"983";"175";"4"
"Davinópolis";"2019";"910";"1067";"451";"982";"177";"6"
"Davinópolis";"2020";"965";"1061";"471";"983";"191";"8"
"Davinópolis";"2021";"1.005";"1053";"493";"976";"193";"8"
"Davinópolis";"2022";"1.051";"1044";"510";"969";"204";"8"
"Davinópolis";"2023";"1.102";"1036";"523";"964";"207";"8"
"Davinópolis";"2024";"1.140";"1027";"529";"960";"219";"8"
"Diorama";"2014";"827";"1261";"272";"1243";"360";"6"
"Diorama";"2015";" 882 ";"1261";" 289 ";"1247";" 367 ";" 7 "
"Diorama";"2016";" 903 ";"1250";" 299 ";"1245";" 370 ";" 7 "
"Diorama";"2017";" 937 ";"1241";" 313 ";"1244";" 381 ";" 7 "
"Diorama";"2018";"1.003";"1234";"339";"1243";"396";"7"
"Diorama";"2019";"1.047";"1229";"365";"1242";"398";"8"
"Diorama";"2020";"1.100";"1226";"382";"1242";"413";"8"
"Diorama";"2021";"1.154";"1213";"403";"1238";"422";"8"
"Diorama";"2022";"1.167";"1202";"401";"1234";"425";"9"
"Diorama";"2023";"1.180";"1192";"407";"1230";"423";"9"
"Diorama";"2024";"1.208";"1185";"414";"1226";"426";"9"
"Divinópolis de Goiás";"2014";"580";"2591";"231";"2386";"155";"10"
"Divinópolis de Goiás";"2015";" 669 ";"2579";" 280 ";"2386";" 181 ";" 10 "
"Divinópolis de Goiás";"2016";" 738 ";"2562";" 315 ";"2373";" 196 ";" 10 "
"Divinópolis de Goiás";"2017";" 776 ";"2545";" 333 ";"2362";" 204 ";" 10 "
"Divinópolis de Goiás";"2018";"842";"2528";"371";"2352";"206";"10"
"Divinópolis de Goiás";"2019";"881";"2512";"398";"2344";"207";"10"
"Divinópolis de Goiás";"2020";"927";"2496";"426";"2337";"219";"10"
"Divinópolis de Goiás";"2021";"981";"2474";"435";"2321";"229";"11"
"Divinópolis de Goiás";"2022";"1.034";"2452";"457";"2305";"241";"11"
"Divinópolis de Goiás";"2023";"1.078";"2430";"467";"2291";"260";"11"
"Divinópolis de Goiás";"2024";"1.155";"2408";"502";"2278";"268";"10"
"Doverlândia";"2014";"3.509";"4066";"1.026";"3687";"1.405";"37"
"Doverlândia";"2015";" 3.986 ";"4029";" 1.241 ";"3666";" 1.506 ";" 39 "
"Doverlândia";"2016";" 4.229 ";"3978";" 1.345 ";"3631";" 1.543 ";" 38 "
"Doverlândia";"2017";" 4.371 ";"3929";" 1.404 ";"3598";" 1.558 ";" 39 "
"Doverlândia";"2018";"4.520";"3881";"1.464";"3566";"1.575";"41"
"Doverlândia";"2019";"4.641";"3835";"1.504";"3536";"1.589";"40"
"Doverlândia";"2020";"4.861";"3789";"1.596";"3507";"1.619";"41"
"Doverlândia";"2021";"5.050";"3734";"1.663";"3468";"1.658";"42"
"Doverlândia";"2022";"5.273";"3679";"1.720";"3430";"1.688";"44"
"Doverlândia";"2023";"5.522";"3626";"1.770";"3392";"1.744";"44"
"Doverlândia";"2024";"5.680";"3573";"1.796";"3356";"1.771";"45"
"Edealina";"2014";"1.567";"1926";"698";"1807";"437";"10"
"Edealina";"2015";" 1.741 ";"1919";" 776 ";"1801";" 466 ";" 13 "
"Edealina";"2016";" 1.846 ";"1904";" 834 ";"1791";" 492 ";" 13 "
"Edealina";"2017";" 1.889 ";"1890";" 848 ";"1781";" 492 ";" 13 "
"Edealina";"2018";"1.972";"1877";"869";"1772";"494";"13"
"Edealina";"2019";"2.070";"1864";"916";"1762";"503";"14"
"Edealina";"2020";"2.182";"1852";"973";"1752";"506";"16"
"Edealina";"2021";"2.309";"1834";"1.040";"1739";"500";"15"
"Edealina";"2022";"2.422";"1817";"1.083";"1727";"514";"15"
"Edealina";"2023";"2.547";"1800";"1.111";"1714";"529";"15"
"Edealina";"2024";"2.651";"1784";"1.156";"1700";"529";"16"
"Edéia";"2014";"5.723";"6015";"2.323";"5703";"1.322";"20"
"Edéia";"2015";" 6.275 ";"6046";" 2.594 ";"5735";" 1.377 ";" 21 "
"Edéia";"2016";" 6.571 ";"6070";" 2.756 ";"5755";" 1.407 ";" 28 "
"Edéia";"2017";" 6.847 ";"6091";" 2.895 ";"5773";" 1.427 ";" 27 "
"Edéia";"2018";"7.130";"6111";"3.030";"5792";"1.442";"27"
"Edéia";"2019";"7.426";"6128";"3.136";"5810";"1.467";"27"
"Edéia";"2020";"7.759";"6142";"3.265";"5827";"1.473";"42"
"Edéia";"2021";"8.121";"6151";"3.412";"5835";"1.497";"45"
"Edéia";"2022";"8.395";"6158";"3.451";"5841";"1.542";"51"
"Edéia";"2023";"8.611";"6161";"3.537";"5846";"1.572";"53"
"Edéia";"2024";"8.790";"6161";"3.577";"5849";"1.587";"51"
"Estrela do Norte";"2014";"1.275";"1746";"432";"1613";"549";"2"
"Estrela do Norte";"2015";" 1.408 ";"1746";" 501 ";"1614";" 580 ";" 2 "
"Estrela do Norte";"2016";" 1.457 ";"1741";" 523 ";"1606";" 590 ";" 2 "
"Estrela do Norte";"2017";" 1.527 ";"1735";" 541 ";"1599";" 616 ";" 3 "
"Estrela do Norte";"2018";"1.585";"1729";"560";"1594";"636";"3"
"Estrela do Norte";"2019";"1.653";"1724";"599";"1589";"643";"4"
"Estrela do Norte";"2020";"1.730";"1718";"629";"1585";"660";"4"
"Estrela do Norte";"2021";"1.839";"1708";"671";"1574";"690";"4"
"Estrela do Norte";"2022";"1.903";"1698";"698";"1564";"704";"4"
"Estrela do Norte";"2023";"2.017";"1687";"726";"1555";"740";"4"
"Estrela do Norte";"2024";"2.128";"1676";"745";"1547";"767";"5"
"Faina";"2014";"1.688";"3568";"684";"3305";"548";"7"
"Faina";"2015";" 1.905 ";"3539";" 786 ";"3289";" 609 ";" 9 "
"Faina";"2016";" 2.088 ";"3493";" 881 ";"3260";" 649 ";" 9 "
"Faina";"2017";" 2.196 ";"3448";" 921 ";"3233";" 676 ";" 10 "
"Faina";"2018";"2.330";"3407";"1.003";"3207";"689";"11"
"Faina";"2019";"2.445";"3369";"1.058";"3183";"716";"11"
"Faina";"2020";"2.587";"3332";"1.101";"3159";"741";"11"
"Faina";"2021";"2.736";"3283";"1.133";"3127";"787";"14"
"Faina";"2022";"2.810";"3235";"1.154";"3095";"816";"13"
"Faina";"2023";"2.981";"3189";"1.204";"3065";"848";"12"
"Faina";"2024";"3.208";"3146";"1.296";"3035";"902";"12"
"Fazenda Nova";"2014";"2.565";"3127";"781";"3001";"1.197";"9"
"Fazenda Nova";"2015";" 2.770 ";"3086";" 863 ";"2973";" 1.277 ";" 9 "
"Fazenda Nova";"2016";" 2.868 ";"3037";" 897 ";"2938";" 1.313 ";" 9 "
"Fazenda Nova";"2017";" 2.943 ";"2989";" 932 ";"2903";" 1.330 ";" 10 "
"Fazenda Nova";"2018";"3.064";"2942";"983";"2870";"1.351";"11"
"Fazenda Nova";"2019";"3.185";"2896";"1.031";"2837";"1.383";"10"
"Fazenda Nova";"2020";"3.305";"2852";"1.069";"2805";"1.390";"10"
"Fazenda Nova";"2021";"3.419";"2801";"1.108";"2767";"1.407";"10"
"Fazenda Nova";"2022";"3.521";"2750";"1.129";"2729";"1.434";"12"
"Fazenda Nova";"2023";"3.643";"2701";"1.155";"2692";"1.470";"16"
"Fazenda Nova";"2024";"3.768";"2653";"1.187";"2655";"1.505";"15"
"Firminópolis";"2014";"4.260";"5996";"1.986";"6213";"1.082";"6"
"Firminópolis";"2015";" 4.707 ";"6041";" 2.165 ";"6271";" 1.183 ";" 6 "
"Firminópolis";"2016";" 4.979 ";"6083";" 2.289 ";"6322";" 1.228 ";" 6 "
"Firminópolis";"2017";" 5.240 ";"6122";" 2.406 ";"6372";" 1.283 ";" 7 "
"Firminópolis";"2018";"5.446";"6159";"2.479";"6420";"1.318";"7"
"Firminópolis";"2019";"5.726";"6191";"2.623";"6465";"1.349";"8"
"Firminópolis";"2020";"6.029";"6220";"2.775";"6509";"1.364";"8"
"Firminópolis";"2021";"6.263";"6249";"2.849";"6546";"1.417";"8"
"Firminópolis";"2022";"6.673";"6274";"3.003";"6581";"1.479";"8"
"Firminópolis";"2023";"7.042";"6295";"3.111";"6613";"1.579";"9"
"Firminópolis";"2024";"7.430";"6312";"3.231";"6641";"1.664";"10"
"Flores de Goiás";"2014";"1.056";"7889";"398";"6265";"418";"8"
"Flores de Goiás";"2015";" 1.111 ";"8192";" 424 ";"6481";" 417 ";" 11 "
"Flores de Goiás";"2016";" 1.185 ";"8492";" 455 ";"6680";" 437 ";" 11 "
"Flores de Goiás";"2017";" 1.255 ";"8799";" 474 ";"6886";" 451 ";" 11 "
"Flores de Goiás";"2018";"1.324";"9116";"512";"7103";"457";"14"
"Flores de Goiás";"2019";"1.404";"9440";"546";"7327";"475";"17"
"Flores de Goiás";"2020";"1.507";"9772";"609";"7559";"492";"17"
"Flores de Goiás";"2021";"1.665";"10101";"697";"7773";"524";"17"
"Flores de Goiás";"2022";"1.688";"10435";"692";"7994";"544";"16"
"Flores de Goiás";"2023";"1.758";"10776";"714";"8221";"576";"17"
"Flores de Goiás";"2024";"1.891";"11122";"759";"8455";"620";"19"
"Formosa";"2014";"66.008";"55190";"31.684";"55413";"11.138";"666"
"Formosa";"2015";" 68.905 ";"56275";" 32.920 ";"56520";" 11.651 ";" 661 "
"Formosa";"2016";" 70.008 ";"57332";" 33.047 ";"57612";" 12.069 ";" 680 "
"Formosa";"2017";" 71.347 ";"58363";" 33.294 ";"58678";" 12.363 ";" 741 "
"Formosa";"2018";"72.479";"59400";"33.650";"59748";"12.593";"741"
"Formosa";"2019";"73.644";"60414";"33.847";"60795";"12.875";"737"
"Formosa";"2020";"75.836";"61406";"34.820";"61816";"13.085";"760"
"Formosa";"2021";"78.497";"62379";"35.900";"62830";"13.371";"799"
"Formosa";"2022";"81.576";"63324";"36.872";"63816";"13.764";"856"
"Formosa";"2023";"84.827";"64242";"38.062";"64774";"14.420";"923"
"Formosa";"2024";"87.667";"65133";"39.017";"65703";"15.023";"915"
"Formoso";"2014";"2.009";"2383";"695";"2334";"854";"7"
"Formoso";"2015";" 2.144 ";"2354";" 746 ";"2312";" 876 ";" 8 "
"Formoso";"2016";" 2.248 ";"2316";" 799 ";"2279";" 907 ";" 9 "
"Formoso";"2017";" 2.336 ";"2280";" 822 ";"2247";" 932 ";" 9 "
"Formoso";"2018";"2.469";"2245";"867";"2218";"975";"9"
"Formoso";"2019";"2.595";"2211";"912";"2191";"1.006";"9"
"Formoso";"2020";"2.726";"2179";"948";"2166";"1.059";"8"
"Formoso";"2021";"2.829";"2140";"981";"2132";"1.077";"8"
"Formoso";"2022";"2.952";"2102";"991";"2099";"1.091";"9"
"Formoso";"2023";"3.071";"2066";"1.034";"2068";"1.111";"9"
"Formoso";"2024";"3.227";"2030";"1.068";"2039";"1.154";"9"
"Gameleira de Goiás";"2014";"670";"1795";"286";"1638";"181";"15"
"Gameleira de Goiás";"2015";" 800 ";"1806";" 353 ";"1656";" 215 ";" 15 "
"Gameleira de Goiás";"2016";" 893 ";"1813";" 385 ";"1666";" 229 ";" 19 "
"Gameleira de Goiás";"2017";" 965 ";"1820";" 418 ";"1677";" 231 ";" 18 "
"Gameleira de Goiás";"2018";"1.044";"1827";"451";"1689";"242";"19"
"Gameleira de Goiás";"2019";"1.125";"1834";"497";"1701";"258";"19"
"Gameleira de Goiás";"2020";"1.228";"1840";"537";"1715";"278";"18"
"Gameleira de Goiás";"2021";"1.288";"1844";"561";"1723";"282";"18"
"Gameleira de Goiás";"2022";"1.356";"1848";"597";"1731";"285";"18"
"Gameleira de Goiás";"2023";"1.448";"1851";"629";"1740";"296";"18"
"Gameleira de Goiás";"2024";"1.585";"1854";"685";"1749";"312";"19"
"Goianápolis";"2014";"4.850";"5496";"2.160";"5315";"1.223";"18"
"Goianápolis";"2015";" 5.250 ";"5482";" 2.422 ";"5310";" 1.271 ";" 23 "
"Goianápolis";"2016";" 5.522 ";"5459";" 2.554 ";"5297";" 1.295 ";" 29 "
"Goianápolis";"2017";" 5.734 ";"5434";" 2.682 ";"5282";" 1.315 ";" 32 "
"Goianápolis";"2018";"6.017";"5408";"2.847";"5267";"1.346";"33"
"Goianápolis";"2019";"6.355";"5382";"3.047";"5250";"1.360";"37"
"Goianápolis";"2020";"6.678";"5353";"3.210";"5230";"1.404";"41"
"Goianápolis";"2021";"7.098";"5318";"3.404";"5206";"1.463";"44"
"Goianápolis";"2022";"7.673";"5280";"3.654";"5180";"1.561";"52"
"Goianápolis";"2023";"8.219";"5242";"3.851";"5152";"1.650";"57"
"Goianápolis";"2024";"8.906";"5202";"4.092";"5122";"1.774";"61"
"Goiandira";"2014";"2.350";"2697";"1.311";"2712";"453";"4"
"Goiandira";"2015";" 2.493 ";"2705";" 1.379 ";"2720";" 483 ";" 5 "
"Goiandira";"2016";" 2.564 ";"2703";" 1.402 ";"2725";" 500 ";" 5 "
"Goiandira";"2017";" 2.629 ";"2701";" 1.431 ";"2729";" 502 ";" 6 "
"Goiandira";"2018";"2.705";"2700";"1.471";"2733";"506";"6"
"Goiandira";"2019";"2.790";"2700";"1.526";"2735";"507";"7"
"Goiandira";"2020";"2.924";"2700";"1.594";"2736";"533";"7"
"Goiandira";"2021";"2.971";"2692";"1.600";"2736";"553";"7"
"Goiandira";"2022";"3.050";"2684";"1.633";"2735";"566";"8"
"Goiandira";"2023";"3.196";"2677";"1.698";"2732";"592";"8"
